hrg_code,hrg_description
DZ16K,"Pleural Effusion with Multiple Interventions, with CC Score 0-5"
DZ16L,"Pleural Effusion with Single Intervention, with CC Score 11+"
DZ16M,"Pleural Effusion with Single Intervention, with CC Score 6-10"
DZ16N,"Pleural Effusion with Single Intervention, with CC Score 0-5"
DZ16P,"Pleural Effusion without Interventions, with CC Score 11+"
DZ16Q,"Pleural Effusion without Interventions, with CC Score 6-10"
DZ16R,"Pleural Effusion without Interventions, with CC Score 0-5"
DZ17L,"Respiratory Neoplasms with Multiple Interventions, with CC Score 10+"
DZ17M,"Respiratory Neoplasms with Multiple Interventions, with CC Score 6-9"
DZ17N,"Respiratory Neoplasms with Multiple Interventions, with CC Score 0-5"
DZ17P,"Respiratory Neoplasms with Single Intervention, with CC Score 10+"
DZ17Q,"Respiratory Neoplasms with Single Intervention, with CC Score 6-9"
DZ17R,"Respiratory Neoplasms with Single Intervention, with CC Score 0-5"
DZ17S,"Respiratory Neoplasms without Interventions, with CC Score 13+"
DZ17T,"Respiratory Neoplasms without Interventions, with CC Score 8-12"
DZ17U,"Respiratory Neoplasms without Interventions, with CC Score 4-7"
DZ17V,"Respiratory Neoplasms without Interventions, with CC Score 0-3"
DZ18D,"Sleep Disorders Affecting Breathing, with Interventions, with CC Score 4+"
DZ18E,"Sleep Disorders Affecting Breathing, with Interventions, with CC Score 0-3"
DZ18F,"Sleep Disorders Affecting Breathing, without Interventions, with CC Score 4+"
DZ18G,"Sleep Disorders Affecting Breathing, without Interventions, with CC Score 0-3"
DZ19H,Other Respiratory Disorders with Multiple Interventions
DZ19J,"Other Respiratory Disorders with Single Intervention, with CC Score 5+"
DZ19K,"Other Respiratory Disorders with Single Intervention, with CC Score 0-4"
DZ19L,"Other Respiratory Disorders without Interventions, with CC Score 11+"
DZ19M,"Other Respiratory Disorders without Interventions, with CC Score 5-10"
DZ19N,"Other Respiratory Disorders without Interventions, with CC Score 0-4"
DZ20D,Pulmonary Oedema with Interventions
DZ20E,"Pulmonary Oedema without Interventions, with CC Score 6+"
DZ20F,"Pulmonary Oedema without Interventions, with CC Score 0-5"
DZ22K,"Unspecified Acute Lower Respiratory Infection with Interventions, with CC Score 9+"
DZ22L,"Unspecified Acute Lower Respiratory Infection with Interventions, with CC Score 0-8"
DZ22M,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 13+"
DZ22N,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 9-12"
DZ22P,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 5-8"
DZ22Q,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 0-4"
DZ23H,Bronchopneumonia with Multiple Interventions
DZ23J,"Bronchopneumonia with Single Intervention, with CC Score 11+"
DZ23K,"Bronchopneumonia with Single Intervention, with CC Score 0-10"
DZ23L,"Bronchopneumonia without Interventions, with CC Score 11+"
DZ23M,"Bronchopneumonia without Interventions, with CC Score 6-10"
DZ23N,"Bronchopneumonia without Interventions, with CC Score 0-5"
DZ24J,"Inhalation, Lung Injury or Foreign Body, with Multiple Interventions, with CC Score 10+"
DZ24K,"Inhalation, Lung Injury or Foreign Body, with Multiple Interventions, with CC Score 0-9"
DZ24L,"Inhalation, Lung Injury or Foreign Body, with Single Intervention, with CC Score 10+"
DZ24M,"Inhalation, Lung Injury or Foreign Body, with Single Intervention, with CC Score 0-9"
DZ24N,"Inhalation, Lung Injury or Foreign Body, without Interventions, with CC Score 14+"
DZ24P,"Inhalation, Lung Injury or Foreign Body, without Interventions, with CC Score 10-13"
DZ24Q,"Inhalation, Lung Injury or Foreign Body, without Interventions, with CC Score 6-9"
DZ24R,"Inhalation, Lung Injury or Foreign Body, without Interventions, with CC Score 0-5"
DZ25G,"Fibrosis or Pneumoconiosis, with Interventions, with CC Score 7+"
DZ25H,"Fibrosis or Pneumoconiosis, with Interventions, with CC Score 0-6"
DZ25J,"Fibrosis or Pneumoconiosis, without Interventions, with CC Score 10+"
DZ25K,"Fibrosis or Pneumoconiosis, without Interventions, with CC Score 7-9"
DZ25L,"Fibrosis or Pneumoconiosis, without Interventions, with CC Score 4-6"
DZ25M,"Fibrosis or Pneumoconiosis, without Interventions, with CC Score 0-3"
DZ26G,"Pneumothorax or Intrathoracic Injuries, with Multiple Interventions, with CC Score 6+"
DZ26H,"Pneumothorax or Intrathoracic Injuries, with Multiple Interventions, with CC Score 0-5"
DZ26J,"Pneumothorax or Intrathoracic Injuries, with Single Intervention, with CC Score 6+"
DZ26K,"Pneumothorax or Intrathoracic Injuries, with Single Intervention, with CC Score 3-5"
DZ26L,"Pneumothorax or Intrathoracic Injuries, with Single Intervention, with CC Score 0-2"
DZ26M,"Pneumothorax or Intrathoracic Injuries, without Interventions, with CC Score 6+"
DZ26N,"Pneumothorax or Intrathoracic Injuries, without Interventions, with CC Score 3-5"
DZ26P,"Pneumothorax or Intrathoracic Injuries, without Interventions, with CC Score 0-2"
DZ27M,"Respiratory Failure with Multiple Interventions, with CC Score 11+"
DZ27N,"Respiratory Failure with Multiple Interventions, with CC Score 0-10"
DZ27P,"Respiratory Failure with Single Intervention, with CC Score 11+"
DZ27Q,"Respiratory Failure with Single Intervention, with CC Score 6-10"
DZ27R,"Respiratory Failure with Single Intervention, with CC Score 0-5"
DZ27S,"Respiratory Failure without Interventions, with CC Score 11+"
DZ27T,"Respiratory Failure without Interventions, with CC Score 6-10"
DZ27U,"Respiratory Failure without Interventions, with CC Score 0-5"
DZ28A,Pleurisy with CC Score 3+
DZ28B,Pleurisy with CC Score 0-2
DZ29G,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with Interventions"
DZ29H,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, without Interventions, with CC Score 5+"
DZ29J,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, without Interventions, with CC Score 2-4"
DZ29K,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, without Interventions, with CC Score 0-1"
DZ30Z,Chest Physiotherapy
DZ31Z,Cardiopulmonary Exercise Testing
DZ32Z,Field Exercise Testing
DZ33Z,Hyperbaric Oxygen Treatment
DZ36Z,Bronchial Challenge Studies
DZ37A,"Non-Invasive Ventilation Support Assessment, 19 years and over"
DZ37B,"Non-Invasive Ventilation Support Assessment, 18 years and under"
DZ38Z,Oxygen Assessment and Monitoring
DZ42Z,TB Nurse Support
DZ45Z,Lung Volume Studies
DZ46Z,Respiratory Muscle Strength Studies
DZ49Z,"Respiratory Nurse or AHP, Education or Support"
DZ50Z,Respiratory Sleep Study
DZ51Z,Complex Tuberculosis
DZ52Z,Full Pulmonary Function Testing
DZ55Z,Bronchodilator Studies
DZ56Z,Carbon Monoxide Transfer Factor Test
DZ57Z,Oximetry or Blood Gas Studies
DZ58Z,Alveolar Carbon Monoxide Measurement or Smoking Cessation Support
DZ59Z,Airflow Studies
DZ60Z,Hypoxic (Altitude) or Hyperoxic (Shunt) Assessment
DZ62A,Very Complex Thoracic Procedures with CC Score 6+
DZ62B,Very Complex Thoracic Procedures with CC Score 3-5
DZ62C,Very Complex Thoracic Procedures with CC Score 0-2
DZ63A,"Major Thoracic Procedures, 19 years and over, with CC Score 6+"
DZ63B,"Major Thoracic Procedures, 19 years and over, with CC Score 3-5"
DZ63C,"Major Thoracic Procedures, 19 years and over, with CC Score 0-2"
DZ63D,"Major Thoracic Procedures, between 2 and 18 years"
DZ63E,"Major Thoracic Procedures, 1 year and under"
DZ64A,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 6+"
DZ64B,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 3-5"
DZ64C,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 0-2"
DZ64D,"Intermediate Thoracic Procedures, between 2 and 18 years"
DZ64E,"Intermediate Thoracic Procedures, 1 year and under"
DZ65A,"Chronic Obstructive Pulmonary Disease or Bronchitis, with Multiple Interventions, with CC Score 9+"
DZ65B,"Chronic Obstructive Pulmonary Disease or Bronchitis, with Multiple Interventions, with CC Score 0-8"
DZ65C,"Chronic Obstructive Pulmonary Disease or Bronchitis, with Single Intervention, with CC Score 9+"
DZ65D,"Chronic Obstructive Pulmonary Disease or Bronchitis, with Single Intervention, with CC Score 5-8"
DZ65E,"Chronic Obstructive Pulmonary Disease or Bronchitis, with Single Intervention, with CC Score 0-4"
DZ65F,"Chronic Obstructive Pulmonary Disease or Bronchitis, without Interventions, with CC Score 13+"
DZ65G,"Chronic Obstructive Pulmonary Disease or Bronchitis, without Interventions, with CC Score 9-12"
DZ65H,"Chronic Obstructive Pulmonary Disease or Bronchitis, without Interventions, with CC Score 5-8"
DZ65J,"Chronic Obstructive Pulmonary Disease or Bronchitis, without Interventions, with CC Score 0-4"
DZ65K,"Chronic Obstructive Pulmonary Disease or Bronchitis, with length of stay 1 day or less, Discharged Home"
DZ66Z,Complex Therapeutic Bronchoscopy
DZ67Z,Major Therapeutic Bronchoscopy
DZ68Z,Therapeutic Bronchoscopy
DZ69A,"Diagnostic Bronchoscopy, 19 years and over"
DZ69B,"Diagnostic Bronchoscopy, 18 years and under"
DZ70Z,Endobronchial Ultrasound Examination of Mediastinum
DZ71Z,Minor Thoracic Procedures
EB02A,Endocarditis with CC Score 10+
EB02B,Endocarditis with CC Score 5-9
EB02C,Endocarditis with CC Score 0-4
EB03A,"Heart Failure or Shock, with CC Score 14+"
EB03B,"Heart Failure or Shock, with CC Score 11-13"
EB03C,"Heart Failure or Shock, with CC Score 8-10"
EB03D,"Heart Failure or Shock, with CC Score 4-7"
EB03E,"Heart Failure or Shock, with CC Score 0-3"
EB04Z,Hypertension
EB05A,Cardiac Arrest with CC Score 9+
EB05B,Cardiac Arrest with CC Score 5-8
EB05C,Cardiac Arrest with CC Score 0-4
EB06A,Cardiac Valve Disorders with CC Score 13+
EB06B,Cardiac Valve Disorders with CC Score 9-12
EB06C,Cardiac Valve Disorders with CC Score 5-8
EB06D,Cardiac Valve Disorders with CC Score 0-4
EB07A,"Arrhythmia or Conduction Disorders, with CC Score 13+"
EB07B,"Arrhythmia or Conduction Disorders, with CC Score 10-12"
EB07C,"Arrhythmia or Conduction Disorders, with CC Score 7-9"
EB07D,"Arrhythmia or Conduction Disorders, with CC Score 4-6"
EB07E,"Arrhythmia or Conduction Disorders, with CC Score 0-3"
EB08A,"Syncope or Collapse, with CC Score 13+"
EB08B,"Syncope or Collapse, with CC Score 10-12"
EB08C,"Syncope or Collapse, with CC Score 7-9"
EB08D,"Syncope or Collapse, with CC Score 4-6"
EB08E,"Syncope or Collapse, with CC Score 0-3"
EB09A,Non-Interventional Congenital Cardiac Conditions with CC Score 3+
EB09B,Non-Interventional Congenital Cardiac Conditions with CC Score 0-2
EB10A,"Actual or Suspected Myocardial Infarction, with CC Score 13+"
EB10B,"Actual or Suspected Myocardial Infarction, with CC Score 10-12"
EB10C,"Actual or Suspected Myocardial Infarction, with CC Score 7-9"
EB10D,"Actual or Suspected Myocardial Infarction, with CC Score 4-6"
EB10E,"Actual or Suspected Myocardial Infarction, with CC Score 0-3"
EB12A,Unspecified Chest Pain with CC Score 11+
EB12B,Unspecified Chest Pain with CC Score 5-10
EB12C,Unspecified Chest Pain with CC Score 0-4
EB13A,Angina with CC Score 12+
EB13B,Angina with CC Score 8-11
EB13C,Angina with CC Score 4-7
EB13D,Angina with CC Score 0-3
EB14A,Other Acquired Cardiac Conditions with CC Score 13+
EB14B,Other Acquired Cardiac Conditions with CC Score 9-12
EB14C,Other Acquired Cardiac Conditions with CC Score 6-8
EB14D,Other Acquired Cardiac Conditions with CC Score 3-5
EB14E,Other Acquired Cardiac Conditions with CC Score 0-2
EB15A,Primary Pulmonary Hypertension with CC Score 9+
EB15B,Primary Pulmonary Hypertension with CC Score 4-8
EB15C,Primary Pulmonary Hypertension with CC Score 0-3
EC10A,Very Complex Procedures for Congenital Heart Disease with CC Score 15+
EC10B,Very Complex Procedures for Congenital Heart Disease with CC Score 7-14
EC10C,Very Complex Procedures for Congenital Heart Disease with CC Score 0-6
EC11A,Complex Procedures for Congenital Heart Disease with CC Score 15+
EC11B,Complex Procedures for Congenital Heart Disease with CC Score 7-14
EC11C,Complex Procedures for Congenital Heart Disease with CC Score 0-6
EC12A,Very Major Procedures for Congenital Heart Disease with CC Score 9+
EC12B,Very Major Procedures for Congenital Heart Disease with CC Score 4-8
EC12C,Very Major Procedures for Congenital Heart Disease with CC Score 0-3
EC13A,Major Procedures for Congenital Heart Disease with CC Score 9+
EC13B,Major Procedures for Congenital Heart Disease with CC Score 4-8
EC13C,Major Procedures for Congenital Heart Disease with CC Score 0-3
EC14A,Intermediate Procedures for Congenital Heart Disease with CC Score 9+
EC14B,Intermediate Procedures for Congenital Heart Disease with CC Score 4-8
EC14C,Intermediate Procedures for Congenital Heart Disease with CC Score 0-3
EC15A,Minor Procedures for Congenital Heart Disease with CC Score 4+
EC15B,Minor Procedures for Congenital Heart Disease with CC Score 0-3
EC20A,Diagnostic Percutaneous Intervention for Congenital Heart Disease with CC Score 4+
EC20B,Diagnostic Percutaneous Intervention for Congenital Heart Disease with CC Score 0-3
EC21Z,Complex Echocardiogram for Congenital Heart Disease
EC22Z,"Electrocardiogram Monitoring or Stress Testing, for Congenital Heart Disease"
ED01Z,Heart and Lung Transplant
ED04Z,Complex Heart Transplant
ED05Z,Standard Heart Transplant
ED06Z,"Insertion of Short-Term Bridge to Transplant Ventricular Assist Device, with Heart Transplant"
ED07Z,"Insertion of Short-Term Bridge to Transplant Ventricular Assist Device, without Heart Transplant"
ED08Z,Complex Insertion of Long-Term Bridge to Transplant Ventricular Assist Device
ED09Z,Standard Insertion of Long-Term Bridge to Transplant Ventricular Assist Device
ED11Z,Standard Repair of Descending Thoracic Aorta
ED12A,Complex Repair of Aortic Root with CC Score 7+
ED12B,Complex Repair of Aortic Root with CC Score 0-6
ED13A,Standard Repair of Aortic Root with CC Score 7+
ED13B,Standard Repair of Aortic Root with CC Score 0-6
ED14A,Complex Repair of Ascending Thoracic Aorta with CC Score 7+
ED14B,Complex Repair of Ascending Thoracic Aorta with CC Score 0-6
ED15A,Standard Repair of Ascending Thoracic Aorta with CC Score 7+
ED15B,Standard Repair of Ascending Thoracic Aorta with CC Score 0-6
ED16Z,Hybrid Repair of Descending Thoracic Aorta or Aortic Arch
ED17Z,Very Complex Repair of Descending Thoracic Aorta or Aortic Arch
ED18Z,Complex Repair of Descending Thoracic Aorta or Aortic Arch
ED20A,"Complex, Repair or Replacement, of Multiple Heart Valves, with CC Score 8+"
ED20B,"Complex, Repair or Replacement, of Multiple Heart Valves, with CC Score 0-7"
ED21A,"Standard, Repair or Replacement, of Multiple Heart Valves, with CC Score 8+"
ED21B,"Standard, Repair or Replacement, of Multiple Heart Valves, with CC Score 0-7"
ED22A,"Complex, Coronary Artery Bypass Graft with Single Heart Valve Replacement or Repair, with CC Score 11+"
ED22B,"Complex, Coronary Artery Bypass Graft with Single Heart Valve Replacement or Repair, with CC Score 6-10"
ED22C,"Complex, Coronary Artery Bypass Graft with Single Heart Valve Replacement or Repair, with CC Score 0-5"
ED23A,"Standard, Coronary Artery Bypass Graft with Single Heart Valve Replacement or Repair, with CC Score 11+"
ED23B,"Standard, Coronary Artery Bypass Graft with Single Heart Valve Replacement or Repair, with CC Score 6-10"
ED23C,"Standard, Coronary Artery Bypass Graft with Single Heart Valve Replacement or Repair, with CC Score 0-5"
ED24A,"Complex, Single Heart Valve Replacement or Repair, with CC Score 11+"
ED24B,"Complex, Single Heart Valve Replacement or Repair, with CC Score 6-10"
ED24C,"Complex, Single Heart Valve Replacement or Repair, with CC Score 0-5"
ED25A,"Standard, Single Heart Valve Replacement or Repair, with CC Score 11+"
ED25B,"Standard, Single Heart Valve Replacement or Repair, with CC Score 6-10"
ED25C,"Standard, Single Heart Valve Replacement or Repair, with CC Score 0-5"
ED26A,Complex Coronary Artery Bypass Graft with CC Score 10+
ED26B,Complex Coronary Artery Bypass Graft with CC Score 5-9
ED26C,Complex Coronary Artery Bypass Graft with CC Score 0-4
ED27A,Major Coronary Artery Bypass Graft with CC Score 10+
ED27B,Major Coronary Artery Bypass Graft with CC Score 5-9
ED27C,Major Coronary Artery Bypass Graft with CC Score 0-4
ED28A,Standard Coronary Artery Bypass Graft with CC Score 10+
ED28B,Standard Coronary Artery Bypass Graft with CC Score 5-9
ED28C,Standard Coronary Artery Bypass Graft with CC Score 0-4
ED30A,"Complex, Other Operations on Heart or Pericardium, with CC Score 10+"
ED30B,"Complex, Other Operations on Heart or Pericardium, with CC Score 5-9"
ED30C,"Complex, Other Operations on Heart or Pericardium, with CC Score 0-4"
ED31A,"Standard, Other Operations on Heart or Pericardium, with CC Score 10+"
ED31B,"Standard, Other Operations on Heart or Pericardium, with CC Score 5-9"
ED31C,"Standard, Other Operations on Heart or Pericardium, with CC Score 0-4"
EY01A,"Implantation of Cardioverter Defibrillator with Cardiac Resynchronisation Therapy, with CC Score 9+"
EY01B,"Implantation of Cardioverter Defibrillator with Cardiac Resynchronisation Therapy, with CC Score 0-8"
EY02A,Implantation of Cardioverter Defibrillator with CC Score 9+
EY02B,Implantation of Cardioverter Defibrillator with CC Score 0-8
EY03Z,Implantation of Biventricular Pacemaker with Other Percutaneous Intervention
EY04A,Implantation of Biventricular Pacemaker with CC Score 6+
EY04B,Implantation of Biventricular Pacemaker with CC Score 0-5
EY05A,"Implantation of Dual-Chamber Pacemaker with Other Percutaneous Intervention, with CC Score 6+"
EY05B,"Implantation of Dual-Chamber Pacemaker with Other Percutaneous Intervention, with CC Score 0-5"
